LCNS_NO,INDUTY_CD_NM,BSSH_NM,PRSDNT_NM,SITE_ADDR,HACCP_APPN_DT,HACCP_APPN_NO,PRDLST_NM,CLSBIZ_DVS_CD_NM,CLSBIZ_DT,ASGN_CANCL_DT,CRTFC_ENDDT,CRTFC_RETN_DT,sido,sigungu,haccp_designation_date
20240676024,식품제조가공업,(주)바이오스트림,,충청북도 음성군,20240716,2024-6-0388,과채가공품,정상,,20270715,20270715,,충청북도,충청북도 음성군,2024-07-16
20150332656,식품제조가공업,주식회사 진프른식품,,경기도 남양주시,20240716,2015-1-8162,김치(기타김치),정상,,20270715,20270715,,경기도,경기도 남양주시,2024-07-16
20130347154,식품제조가공업,주호식품,,경기도 용인시 처인구,20240716,2018-3-9315,떡류,정상,,20270715,20270715,,경기도,경기도 용인시,2024-07-16
20150332656,식품제조가공업,주식회사 진프른식품,,경기도 남양주시,20240716,2015-1-8123,김치(배추김치),정상,,20270715,20270715,,경기도,경기도 남양주시,2024-07-16
20000309019,식품제조가공업,남서울제과,,경기도 평택시,20240716,2018-3-9307,과자,정상,,20270715,20270715,,경기도,경기도 평택시,2024-07-16
20240513684,식품제조가공업,제이크앤푸드,,경기도 시흥시,20240716,2024-3-0613,즉석섭취식품,폐업(자진),20250714,20270715,20270715,20250821,경기도,경기도 시흥시,2024-07-16
20240263351,식품제조가공업,씨케이와이,,인천광역시 제물포구,20240716,2024-3-0612,기타수산물가공품 중 냉동연체류,정상,,20270715,20270715,,인천광역시,인천광역시 제물포구,2024-07-16
20240263351,식품제조가공업,씨케이와이,,인천광역시 제물포구,20240716,2024-3-0611,기타수산물가공품 중 냉동어류,정상,,20270715,20270715,,인천광역시,인천광역시 제물포구,2024-07-16
20220468192,식품제조가공업,주식회사희다,,경기도 시흥시,20240716,2024-3-0604,벌꿀,폐업(자진),20250519,20270715,20270715,20250120,경기도,경기도 시흥시,2024-07-16
20200363166,식품제조가공업,(주)한마당,,경기도 용인시 처인구,20240716,2024-3-0599,레토르트식품(즉석조리식품),정상,,20270715,20270715,,경기도,경기도 용인시,2024-07-16
20120365154,식품제조가공업,농업회사법인델프리스(주),,경기도 화성시 효행구,20240716,2018-3-9317,신선편의식품,정상,,20270715,20270715,,경기도,경기도 화성시,2024-07-16
20230526029,식품제조가공업,티브라더스,,경기도 양주시,20240716,2024-1-0379,과자,정상,,20270715,20270715,,경기도,경기도 양주시,2024-07-16
20220468192,식품제조가공업,주식회사희다,,경기도 시흥시,20240716,2024-3-0603,커피,폐업(자진),20250519,20270715,20270715,20250516,경기도,경기도 시흥시,2024-07-16
20180421030,식품제조가공업,(주)하성바이오,,강원특별자치도 고성군,20240716,2018-1-9166,기타수산물가공품 중 냉동연체류,정상,,20270715,20270715,,강원특별자치도,강원특별자치도 고성군,2024-07-16
20120607836,식품제조가공업,(주)신광식품 2공장,,경상남도 김해시,20240716,2018-2-9153,"레토르트식품(즉석조리식품, 기타가공품, 서류가공품, 과채가공품, 혼합음료)",정상,,20270715,20270715,,경상남도,경상남도 김해시,2024-07-16
20240554239,식품제조가공업,농업회사법인 풍년유통(주),,경기도 김포시,20240716,2024-3-0601,과채가공품,정상,,20270715,20270715,,경기도,경기도 김포시,2024-07-16
20120607836,식품제조가공업,(주)신광식품 2공장,,경상남도 김해시,20240716,2018-2-9151,기타잼,정상,,20270715,20270715,,경상남도,경상남도 김해시,2024-07-16
20210164183,식품제조가공업,푸른푸드팩토리,,대구광역시 서구,20240716,2021-4-0287,기타수산물가공품 중 냉동연체류,정상,,20270715,20270715,,대구광역시,대구광역시 서구,2024-07-16
19910501039,식품제조가공업,주식회사 한교,,전북특별자치도 부안군,20240716,2024-5-0330,숙면,정상,,20270715,20270715,,전북특별자치도,전북특별자치도 부안군,2024-07-16
20120607836,식품제조가공업,(주)신광식품 2공장,,경상남도 김해시,20240716,2018-2-9152,당류가공품,정상,,20270715,20270715,,경상남도,경상남도 김해시,2024-07-16
20230523247,식품제조가공업,리프레쉬주식회사,,경기도 광주시,20240716,2024-3-0605,조미건어포,정상,,20270715,20270715,,경기도,경기도 광주시,2024-07-16
20240676024,식품제조가공업,(주)바이오스트림,,충청북도 음성군,20240716,2024-6-0387,효소식품,정상,,20270715,20270715,,충청북도,충청북도 음성군,2024-07-16
20240554239,식품제조가공업,농업회사법인 풍년유통(주),,경기도 김포시,20240716,2024-3-0600,천연향신료,정상,,20270715,20270715,,경기도,경기도 김포시,2024-07-16
20120365154,식품제조가공업,농업회사법인델프리스(주),,경기도 화성시 효행구,20240716,2018-3-9316,과채가공품,정상,,20270715,20270715,,경기도,경기도 화성시,2024-07-16
20130358242,식품제조가공업,주식회사 이수바이오,,경기도 이천시,20240716,2024-3-0596,과채가공품,정상,,20270715,20270715,,경기도,경기도 이천시,2024-07-16
20240676024,식품제조가공업,(주)바이오스트림,,충청북도 음성군,20240716,2024-6-0389,기타가공품,정상,,20270715,20270715,,충청북도,충청북도 음성군,2024-07-16
20160523013,식품제조가공업,농업회사법인주식회사 해남해성,,전남광주통합특별시 해남군,20240716,2024-5-0328,김치(배추김치),정상,,20270715,20270715,,전남광주통합특별시,전남광주통합특별시 해남군,2024-07-16
20130347154,식품제조가공업,주호식품,,경기도 용인시 처인구,20240716,2018-3-9363,냉동식품 중 면류(숙면),정상,,20270715,20270715,,경기도,경기도 용인시,2024-07-16
20210164183,식품제조가공업,푸른푸드팩토리,,대구광역시 서구,20240716,2021-4-0286,기타수산물가공품,정상,,20270715,20270715,,대구광역시,대구광역시 서구,2024-07-16
20160523040,식품제조가공업,황금김치,,전남광주통합특별시 해남군,20240716,2024-5-0329,절임식품,정상,,20270715,20270715,,전남광주통합특별시,전남광주통합특별시 해남군,2024-07-16
20200323680,식품제조가공업,농업회사법인 (주)산들팜,,경기도 평택시,20240716,2021-3-0813,서류가공품,정상,,20270715,20270715,,경기도,경기도 평택시,2024-07-16
20120607836,식품제조가공업,(주)신광식품 2공장,,경상남도 김해시,20240716,2018-2-9154,준초콜릿,정상,,20270715,20270715,,경상남도,경상남도 김해시,2024-07-16
20210404313,식품제조가공업,궁잔기지떡강릉점,,강원특별자치도 강릉시,20240716,2021-1-0497,떡류,정상,,20270715,20270715,,강원특별자치도,강원특별자치도 강릉시,2024-07-16
20200451116,식품제조가공업,(주)아비스모 생활건강,,충청북도 괴산군,20240715,2024-6-0377,과채가공품,정상,,20270714,20270714,,충청북도,충청북도 괴산군,2024-07-15
20160492193,식품제조가공업,농업회사법인 지리산골사람들 주식회사,,전북특별자치도 남원시,20240715,2021-5-0459,레토르트식품(즉석조리식품),정상,,20270714,20270714,,전북특별자치도,전북특별자치도 남원시,2024-07-15
20180571069,식품제조가공업,반트 에이치앤에프,,경상북도 청도군,20240715,2024-4-0200,기타가공품,정상,,20270714,20270714,,경상북도,경상북도 청도군,2024-07-15
20210519040,식품제조가공업,담양농협하나로마트,,전남광주통합특별시 담양군,20240715,2024-5-0324,과ㆍ채가공품,정상,,20270714,20270714,,전남광주통합특별시,전남광주통합특별시 담양군,2024-07-15
20230308244,식품제조가공업,(유)무등청아,,전남광주통합특별시 광산구,20240715,2024-5-0322,기타농산가공품,정상,,20270714,20270714,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-15
20240674029,식품제조가공업,농업회사법인 주식회사 가시버시,,충청북도 괴산군,20240715,2024-6-0382,김치(기타김치),정상,,20270714,20270714,,충청북도,충청북도 괴산군,2024-07-15
20180462161,식품제조가공업,농업회사법인아궁이마을(주),,충청남도 당진시,20240715,2024-6-0381,혼합음료,정상,,20270714,20270714,,충청남도,충청남도 당진시,2024-07-15
20200401439,식품제조가공업,(주)서울에프엔비,,강원특별자치도 원주시,20240715,2021-1-0491,액상차,정상,,20270714,20270714,,강원특별자치도,강원특별자치도 원주시,2024-07-15
20180462161,식품제조가공업,농업회사법인아궁이마을(주),,충청남도 당진시,20240715,2024-6-0379,과자,정상,,20270714,20270714,,충청남도,충청남도 당진시,2024-07-15
20210519040,식품제조가공업,담양농협하나로마트,,전남광주통합특별시 담양군,20240715,2024-5-0325,신선편의식품,정상,,20270714,20270714,,전남광주통합특별시,전남광주통합특별시 담양군,2024-07-15
20240674029,식품제조가공업,농업회사법인 주식회사 가시버시,,충청북도 괴산군,20240715,2024-6-0384,김치(배추김치),정상,,20270714,20270714,,충청북도,충청북도 괴산군,2024-07-15
20240674029,식품제조가공업,농업회사법인 주식회사 가시버시,,충청북도 괴산군,20240715,2024-6-0383,곡류가공품,정상,,20270714,20270714,,충청북도,충청북도 괴산군,2024-07-15
20190621479,식품제조가공업,새오름영농조합법인,,제주특별자치도 제주시,20240715,2024-5-0320,침출차,정상,,20270714,20270714,,제주특별자치도,제주특별자치도 제주시,2024-07-15
20180462161,식품제조가공업,농업회사법인아궁이마을(주),,충청남도 당진시,20240715,2024-6-0380,빵류,정상,,20270714,20270714,,충청남도,충청남도 당진시,2024-07-15
20140475063,식품제조가공업,(주)미가온농업회사법인,,충청남도 태안군,20240714,2015-6-8130,기타수산물가공품,정상,,20270713,20270713,,충청남도,충청남도 태안군,2024-07-14
20030355450,식품제조가공업,(주)대은바이오,,경기도 파주시,20240714,2021-1-0486,혼합음료,정상,,20270713,20270713,,경기도,경기도 파주시,2024-07-14
20030415157,식품제조가공업,주식회사 노바렉스,,충청북도 청주시 흥덕구,20240714,2021-6-0603,캔디류,정상,,20270713,20270713,,충청북도,충청북도 청주시,2024-07-14
20140370192,식품제조가공업,(주)푸드장 양주,,경기도 양주시,20240714,2015-1-8212,즉석조리식품,정상,,20270713,20270713,,경기도,경기도 양주시,2024-07-14
20030355450,식품제조가공업,(주)대은바이오,,경기도 파주시,20240714,2021-1-0484,액상차,정상,,20270713,20270713,,경기도,경기도 파주시,2024-07-14
20140475063,식품제조가공업,(주)미가온농업회사법인,,충청남도 태안군,20240714,2022-6-0232,서류가공품,정상,,20270713,20270713,,충청남도,충청남도 태안군,2024-07-14
20160525181,식품제조가공업,(주)위드앤푸드 농업회사법인2공장,,전남광주통합특별시 무안군,20240714,2021-5-0452,과채주스,정상,,20270713,20270713,,전남광주통합특별시,전남광주통합특별시 무안군,2024-07-14
20030415157,식품제조가공업,주식회사 노바렉스,,충청북도 청주시 흥덕구,20240714,2021-6-0604,혼합음료,정상,,20270713,20270713,,충청북도,충청북도 청주시,2024-07-14
20140475063,식품제조가공업,(주)미가온농업회사법인,,충청남도 태안군,20240714,2022-6-0233,식육함유가공품,정상,,20270713,20270713,,충청남도,충청남도 태안군,2024-07-14
20210268804,식품제조가공업,크리스피크림 수원인계점,,경기도 수원시 팔달구,20240714,2021-3-0807,빵류,폐업(자진),20260526,20270713,20270713,,경기도,경기도 수원시,2024-07-14
20210404098,식품제조가공업,설악산아로니아영농조합법인,,강원특별자치도 강릉시,20240714,2021-1-0488,과채음료,정상,,20270713,20270713,,강원특별자치도,강원특별자치도 강릉시,2024-07-14
20140370192,식품제조가공업,(주)푸드장 양주,,경기도 양주시,20240714,2015-1-8119,소스,정상,,20270713,20270713,,경기도,경기도 양주시,2024-07-14
20200416136,식품제조가공업,임계농업협동조합,,강원특별자치도 정선군,20240714,2021-1-0489,과채주스,정상,,20270713,20270713,,강원특별자치도,강원특별자치도 정선군,2024-07-14
20030415157,식품제조가공업,주식회사 노바렉스,,충청북도 청주시 흥덕구,20240714,2021-6-0605,체중조절용 조제식품,정상,,20270713,20270713,,충청북도,충청북도 청주시,2024-07-14
20030355450,식품제조가공업,(주)대은바이오,,경기도 파주시,20240714,2021-1-0485,인삼홍삼음료,정상,,20270713,20270713,,경기도,경기도 파주시,2024-07-14
20100541182,식품제조가공업,영농조합법인 연두,,경상북도 김천시,20240713,2022-4-0241,액상차,정상,,20270712,20270712,,경상북도,경상북도 김천시,2024-07-13
20100541182,식품제조가공업,영농조합법인 연두,,경상북도 김천시,20240713,2019-4-9056,과채음료,정상,,20270712,20270712,,경상북도,경상북도 김천시,2024-07-13
20100541182,식품제조가공업,영농조합법인 연두,,경상북도 김천시,20240713,2015-4-8068,과채주스,정상,,20270712,20270712,,경상북도,경상북도 김천시,2024-07-13
20190387759,식품제조가공업,홈푸드,,경기도 광주시,20240712,2021-3-0802,즉석조리식품,폐업(자진),20241209,20270711,20270711,20241223,경기도,경기도 광주시,2024-07-12
20100628182,식품제조가공업,생드르영농조합법인(제2가공실),,제주특별자치도 제주시,20240712,2024-5-0318,신선편의식품,정상,,20270711,20270711,,제주특별자치도,제주특별자치도 제주시,2024-07-12
20220898541,식품제조가공업,명인이영자옥돔주식회사,,제주특별자치도 제주시,20240712,2024-5-0319,기타수산물가공품 중 냉동어류,정상,,20270711,20270711,,제주특별자치도,제주특별자치도 제주시,2024-07-12
20130221270,식품제조가공업,(주)프롬네이처,,전남광주통합특별시 광산구,20240712,2021-5-0451,소스,폐업,20210409,20270711,20270711,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-12
20130221270,식품제조가공업,(주)한백식품,,전남광주통합특별시 북구,20240712,2021-5-0451,소스,폐업,20180222,20270711,20270711,,전남광주통합특별시,전남광주통합특별시 북구,2024-07-12
20130221270,식품제조가공업,(주)한백식품,,전남광주통합특별시 북구,20240712,2022-5-0664,액상차,폐업,20180222,20270711,20270711,,전남광주통합특별시,전남광주통합특별시 북구,2024-07-12
20240520112,식품제조가공업,주식회사 꼬루인터내셔널,,경기도 군포시,20240712,2024-3-0588,빵류,정상,,20270711,20270711,,경기도,경기도 군포시,2024-07-12
20130221270,식품제조가공업,(주)프롬네이처,,전남광주통합특별시 광산구,20240712,2022-5-0664,액상차,폐업,20210409,20270711,20270711,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-12
20210578003,식품제조가공업,농업회사법인주식회사참조은울릉농산,,경상북도 울릉군,20240712,2021-4-0279,액상차,정상,,20270711,20270711,,경상북도,경상북도 울릉군,2024-07-12
20140493107,식품제조가공업,농업회사법인라비엘주식회사,,전북특별자치도 김제시,20240712,2021-5-0449,액상차,정상,,20270711,20270711,,전북특별자치도,전북특별자치도 김제시,2024-07-12
19990338617,식품제조가공업,선미제과,,경기도 시흥시,20240712,2024-3-0593,당류가공품,폐업,20161110,20270711,20270711,,경기도,경기도 시흥시,2024-07-12
19990338617,식품제조가공업,선미제과,,경기도 시흥시,20240712,2024-3-0594,곡류가공품,폐업,20161110,20270711,20270711,,경기도,경기도 시흥시,2024-07-12
20170368966,식품제조가공업,(유)예인수산,,경기도 이천시,20240712,2021-3-0801,기타수산물가공품,정상,,20270711,20270711,,경기도,경기도 이천시,2024-07-12
19990338617,식품제조가공업,선미제과,,경기도 시흥시,20240712,2024-3-0595,기타가공품,폐업,20161110,20270711,20270711,,경기도,경기도 시흥시,2024-07-12
20150333204,식품제조가공업,(주)더원푸드,,경기도 포천시,20240712,2018-1-9160,소스,정상,,20270711,20270711,,경기도,경기도 포천시,2024-07-12
20160461037,식품제조가공업,쏘울코리아팜 주식회사농업회사법인,,충청남도 아산시,20240712,2024-6-0376,빵류,정상,,20270711,20270711,,충청남도,충청남도 아산시,2024-07-12
20170368966,식품제조가공업,(유)예인수산,,경기도 이천시,20240712,2021-3-0800,건어포,정상,,20270711,20270711,,경기도,경기도 이천시,2024-07-12
20240520112,식품제조가공업,주식회사 꼬루인터내셔널,,경기도 군포시,20240712,2024-3-0589,떡류,정상,,20270711,20270711,,경기도,경기도 군포시,2024-07-12
20240520112,식품제조가공업,주식회사 꼬루인터내셔널,,경기도 군포시,20240712,2024-3-0587,캔디류,정상,,20270711,20270711,,경기도,경기도 군포시,2024-07-12
20170368966,식품제조가공업,(유)예인수산,,경기도 광주시,20240712,2021-3-0800,건어포,폐업,20190722,20270711,20270711,,경기도,경기도 광주시,2024-07-12
19990338617,식품제조가공업,(주)선미제과,,경기도 화성시 만세구,20240712,2024-3-0594,곡류가공품,정상,,20270711,20270711,,경기도,경기도 화성시,2024-07-12
20240562215,식품제조가공업,전아,,경기도 화성시 만세구,20240712,2024-3-0592,떡류,정상,,20270711,20270711,,경기도,경기도 화성시,2024-07-12
20130221270,식품제조가공업,(주)프롬네이처,,전북특별자치도 익산시,20240712,2021-5-0451,소스,정상,,20270711,20270711,,전북특별자치도,전북특별자치도 익산시,2024-07-12
20130221270,식품제조가공업,(주)프롬네이처,,전북특별자치도 익산시,20240712,2022-5-0664,액상차,정상,,20270711,20270711,,전북특별자치도,전북특별자치도 익산시,2024-07-12
20240520112,식품제조가공업,주식회사 꼬루인터내셔널,,경기도 군포시,20240712,2024-3-0586,과자,정상,,20270711,20270711,,경기도,경기도 군포시,2024-07-12
19990338617,식품제조가공업,(주)선미제과,,경기도 화성시 만세구,20240712,2024-3-0593,당류가공품,정상,,20270711,20270711,,경기도,경기도 화성시,2024-07-12
20170368966,식품제조가공업,(유)예인수산,,경기도 이천시,20240712,2021-3-0799,조미건어포,정상,,20270711,20270711,,경기도,경기도 이천시,2024-07-12
20150333204,식품제조가공업,더원씨푸드(주),,경기도 남양주시,20240712,2018-1-9160,소스,폐업,20230705,20270711,20270711,,경기도,경기도 남양주시,2024-07-12
20210323312,식품제조가공업,주식회사 송연에스피,,경기도 평택시,20240712,2021-3-0797,소스,정상,,20270711,20270711,,경기도,경기도 평택시,2024-07-12
20170368966,식품제조가공업,(유)예인수산,,경기도 광주시,20240712,2021-3-0801,기타수산물가공품,폐업,20190722,20270711,20270711,,경기도,경기도 광주시,2024-07-12
20190491402,식품제조가공업,농업회사법인(유)더원푸드지점,,전북특별자치도 익산시,20240712,2021-5-0446,기타수산물가공품 중 냉동조미가공품,정상,,20270711,20270711,,전북특별자치도,전북특별자치도 익산시,2024-07-12
20210390094,식품제조가공업,주식회사 이웃집,,경기도 양주시,20240712,2024-1-0374,즉석조리식품,정상,,20270711,20270711,,경기도,경기도 양주시,2024-07-12
20190387759,식품제조가공업,홈푸드,,경기도 광주시,20240712,2023-3-0616,떡류,폐업(자진),20241209,20270711,20270711,20241223,경기도,경기도 광주시,2024-07-12
20170368966,식품제조가공업,(유)예인수산,,경기도 광주시,20240712,2021-3-0799,조미건어포,폐업,20190722,20270711,20270711,,경기도,경기도 광주시,2024-07-12
19990338617,식품제조가공업,(주)선미제과,,경기도 화성시 만세구,20240712,2024-3-0595,기타가공품,정상,,20270711,20270711,,경기도,경기도 화성시,2024-07-12
20150311138,식품제조가공업,경인식품,,경기도 안산시 상록구,20240712,2018-3-9314,어묵,정상,,20270711,20270711,,경기도,경기도 안산시,2024-07-12
20170515136,식품제조가공업,농업회사법인(주)푸드파파F&B,,전남광주통합특별시 담양군,20240711,2024-5-0317,떡류,폐업,20240422,20270710,20270710,,전남광주통합특별시,전남광주통합특별시 담양군,2024-07-11
20230803121,식품제조가공업,농업회사법인(주)어니스트파머 2공장,,경상북도 영천시,20240711,2024-4-0198,곡류가공품,정상,,20270710,20270710,,경상북도,경상북도 영천시,2024-07-11
20240287319,식품제조가공업,영프레쉬,,인천광역시 계양구,20240711,2024-3-0581,기타수산물가공품 중 냉동연체류,정상,,20270710,20270710,,인천광역시,인천광역시 계양구,2024-07-11
20160443184,식품제조가공업,(주)피아이씨푸드시스템,,충청북도 진천군,20240711,2018-3-9308,기타수산물가공품 중 냉동조미가공품,폐업,20180423,20270710,20270710,,충청북도,충청북도 진천군,2024-07-11
20160443184,식품제조가공업,(주)휘영푸드,,경기도 화성시 만세구,20240711,2018-3-9306,기타수산물가공품 중 냉동연체류,정상,,20270710,20270710,,경기도,경기도 화성시,2024-07-11
20160443184,식품제조가공업,(주)피아이씨푸드시스템,,충청북도 진천군,20240711,2018-3-9306,기타수산물가공품 중 냉동연체류,폐업,20180423,20270710,20270710,,충청북도,충청북도 진천군,2024-07-11
20240287319,식품제조가공업,영프레쉬,,인천광역시 계양구,20240711,2024-3-0580,기타수산물가공품 중 냉동어류,정상,,20270710,20270710,,인천광역시,인천광역시 계양구,2024-07-11
20150415125,식품제조가공업,(주)충청바이오텍,,충청북도 청주시 흥덕구,20240711,2024-6-0372,암환자용 영양조제식품,정상,,20270710,20270710,,충청북도,충청북도 청주시,2024-07-11
20230803121,식품제조가공업,농업회사법인(주)어니스트파머 2공장,,경상북도 영천시,20240711,2024-4-0197,과자,정상,,20270710,20270710,,경상북도,경상북도 영천시,2024-07-11
20240530111,식품제조가공업,(주)연세본초당,,경기도 용인시 기흥구,20240711,2024-3-0577,액상차,정상,,20270710,20270710,,경기도,경기도 용인시,2024-07-11
20120564015,식품제조가공업,농업회사법인(주)웰건,,경상북도 청송군,20240711,2024-4-0194,두류가공품,정상,,20270710,20270710,,경상북도,경상북도 청송군,2024-07-11
20240287320,식품제조가공업,올푸드,,인천광역시 계양구,20240711,2024-3-0582,기타수산물가공품 중 냉동어류,정상,,20270710,20270710,,인천광역시,인천광역시 계양구,2024-07-11
20240287320,식품제조가공업,올푸드,,인천광역시 계양구,20240711,2024-3-0583,기타수산물가공품 중 냉동연체류,정상,,20270710,20270710,,인천광역시,인천광역시 계양구,2024-07-11
20230801381,식품제조가공업,영농조합법인 금강농산,,경상북도 영주시,20240711,2024-4-0193,기타가공품,정상,,20270710,20270710,,경상북도,경상북도 영주시,2024-07-11
20170515136,식품제조가공업,농업회사법인(주)푸드파파F&B,,전남광주통합특별시 곡성군,20240711,2024-5-0317,떡류,정상,,20270710,20270710,,전남광주통합특별시,전남광주통합특별시 곡성군,2024-07-11
20180451119,식품제조가공업,주식회사 맛담,,충청북도 괴산군,20240711,2024-6-0373,김칫속,정상,,20270710,20270710,,충청북도,충청북도 괴산군,2024-07-11
20190600124,식품제조가공업,메이푸드,,경상남도 김해시,20240711,2024-2-0256,기타가공품,폐업,20210210,20270710,20270710,,경상남도,경상남도 김해시,2024-07-11
20190600124,식품제조가공업,메이푸드,,경상남도 진주시,20240711,2024-2-0256,기타가공품,정상,,20270710,20270710,,경상남도,경상남도 진주시,2024-07-11
20160443184,식품제조가공업,(주)휘영푸드,,경기도 화성시 만세구,20240711,2018-3-9308,기타수산물가공품 중 냉동조미가공품,정상,,20270710,20270710,,경기도,경기도 화성시,2024-07-11
20140188476,식품제조가공업,농업회사법인청수(주),,대구광역시 달성군,20240710,2015-4-8067,향신료조제품,정상,,20270709,20270709,,대구광역시,대구광역시 달성군,2024-07-10
20240500177,식품제조가공업,별미힘떡,,경기도 구리시,20240710,2024-1-0367,떡류,정상,,20270709,20270709,,경기도,경기도 구리시,2024-07-10
20240862341,식품제조가공업,주식회사 뉴밀,,경상북도 경산시,20240710,2024-4-0189,기타 코코아가공품,정상,,20270709,20270709,,경상북도,경상북도 경산시,2024-07-10
20240862341,식품제조가공업,주식회사 뉴밀,,경상북도 경산시,20240710,2024-4-0190,음료베이스,정상,,20270709,20270709,,경상북도,경상북도 경산시,2024-07-10
20240862341,식품제조가공업,주식회사 뉴밀,,경상북도 경산시,20240710,2024-4-0192,기타가공품,정상,,20270709,20270709,,경상북도,경상북도 경산시,2024-07-10
20170372194,식품제조가공업,슈가레인(Sugarrain),,경기도 포천시,20240710,2024-1-0370,과자,정상,,20270709,20270709,,경기도,경기도 포천시,2024-07-10
20160520029,식품제조가공업,다미진,,전남광주통합특별시 화순군,20240710,2024-5-0316,액상차,정상,,20270709,20270709,,전남광주통합특별시,전남광주통합특별시 화순군,2024-07-10
19850614055,식품제조가공업,(주)엠에스씨,,경상남도 양산시,20240710,2018-2-9145,한천,정상,,20270709,20270709,,경상남도,경상남도 양산시,2024-07-10
20140188476,식품제조가공업,농업회사법인청수(주),,대구광역시 달성군,20240710,2015-4-8093,천연향신료,정상,,20270709,20270709,,대구광역시,대구광역시 달성군,2024-07-10
20000144393,식품제조가공업,(주)등푸른식품,,부산광역시 사하구,20240710,2024-2-0249,기타수산물가공품 중 냉동조미가공품,정상,,20270716,20270716,,부산광역시,부산광역시 사하구,2024-07-10
19850614055,식품제조가공업,(주)엠에스씨,,경상남도 양산시,20240710,2018-2-9144,기타농산가공품,정상,,20270709,20270709,,경상남도,경상남도 양산시,2024-07-10
20240910588,식품제조가공업,실크카스테라,,경상남도 진주시,20240710,2024-2-0251,과자,정상,,20270709,20270709,,경상남도,경상남도 진주시,2024-07-10
20230635177,식품제조가공업,주식회사 엔케이워터,,충청남도 천안시 동남구,20240710,2024-6-0371,혼합음료,폐업(자진),20250507,20270709,20270709,,충청남도,충청남도 천안시,2024-07-10
19850614055,식품제조가공업,(주)엠에스씨,,경상남도 양산시,20240710,2018-2-9142,곡류가공품,정상,,20270709,20270709,,경상남도,경상남도 양산시,2024-07-10
20240862341,식품제조가공업,주식회사 뉴밀,,경상북도 경산시,20240710,2024-4-0191,체중조절용 조제식품,정상,,20270709,20270709,,경상북도,경상북도 경산시,2024-07-10
20240910588,식품제조가공업,실크카스테라,,경상남도 진주시,20240710,2024-2-0254,빵류,정상,,20270709,20270709,,경상남도,경상남도 진주시,2024-07-10
20030490192,식품제조가공업,농업회사법인유한회사탐이나식품,,전북특별자치도 정읍시,20240710,2018-5-9150,고춧가루,정상,,20270709,20270709,,전북특별자치도,전북특별자치도 정읍시,2024-07-10
20240862341,식품제조가공업,주식회사 뉴밀,,경상북도 경산시,20240710,2024-4-0188,유함유가공품,정상,,20270709,20270709,,경상북도,경상북도 경산시,2024-07-10
19850614055,식품제조가공업,(주)엠에스씨,,경상남도 양산시,20240710,2018-2-9143,기타가공품,정상,,20270709,20270709,,경상남도,경상남도 양산시,2024-07-10
20240956006,식품제조가공업,제주황칠오메기떡주식회사,,제주특별자치도 제주시,20240709,2024-5-0310,떡류,정상,,20270708,20270708,,제주특별자치도,제주특별자치도 제주시,2024-07-09
19850614055,식품제조가공업,(주)엠에스씨,,경상남도 양산시,20240709,2018-2-9141,건어포,정상,,20270708,20270708,,경상남도,경상남도 양산시,2024-07-09
20240291621,식품제조가공업,주식회사 케이지알,,인천광역시 서해구,20240709,2024-3-0576,빵류,정상,,20270708,20270708,,인천광역시,인천광역시 서해구,2024-07-09
20210470135,식품소분업,장군젓갈,,충청남도 논산시,20240709,2021-6-0588,식품소분업(양념젓갈),정상,,20270708,20270708,,충청남도,충청남도 논산시,2024-07-09
20160219251,식품제조가공업,이든식품,,전남광주통합특별시 남구,20240709,2021-5-0443,혼합음료,폐업,20210520,20270708,20270708,,전남광주통합특별시,전남광주통합특별시 남구,2024-07-09
20210470134,식품제조가공업,장군젓갈,,충청남도 논산시,20240709,2021-6-0591,젓갈,정상,,20270708,20270708,,충청남도,충청남도 논산시,2024-07-09
20210596150,식품제조가공업,(주)바다해찬,,경상남도 통영시,20240709,2021-2-0362,레토르트식품(기타수산물가공품),정상,,20270708,20270708,,경상남도,경상남도 통영시,2024-07-09
20160219251,식품제조가공업,이든식품,,전남광주통합특별시 광산구,20240709,2021-5-0440,액상차,정상,,20270708,20270708,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-09
20160219251,식품제조가공업,이든식품,,전남광주통합특별시 광산구,20240709,2021-5-0443,혼합음료,정상,,20270708,20270708,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-09
20230308244,식품제조가공업,(유)무등청아,,전남광주통합특별시 광산구,20240709,2024-5-0312,전분,정상,,20270708,20270708,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-09
19940494017,식품제조가공업,완주군고산농협동상지점,,전북특별자치도 완주군,20240709,2018-5-9148,발효식초,정상,,20270708,20270708,,전북특별자치도,전북특별자치도 완주군,2024-07-09
20160219251,식품제조가공업,이든식품,,전남광주통합특별시 광산구,20240709,2021-5-0442,과채음료,정상,,20270708,20270708,,전남광주통합특별시,전남광주통합특별시 광산구,2024-07-09
20160219251,식품제조가공업,이든식품,,전남광주통합특별시 남구,20240709,2021-5-0442,과채음료,폐업,20210520,20270708,20270708,,전남광주통합특별시,전남광주통합특별시 남구,2024-07-09
